OA,LSOA,LAD,Rent_per_m,green_spac,travel,safety,schools
E00000357,E01000066,Barking and Dagenham,1019,0.533333333,0.25,0.974971924,0.77
E00000358,E01000067,Barking and Dagenham,538,0.533333333,0.375,0.988609017,0.78
E00000360,E01000076,Barking and Dagenham,754,0.512266667,0.375,0.978020215,0.7
E00000361,E01000076,Barking and Dagenham,669,0.491533333,0.375,0.978020215,0.7
E00000362,E01000075,Barking and Dagenham,708,0.499713333,0.5,0.963901813,0.71
E00000363,E01000076,Barking and Dagenham,617,0.466666667,0.375,0.978020215,0.7
E00000364,E01000077,Barking and Dagenham,660,0.589926666,0.375,0.969196214,0.72
E00000365,E01000077,Barking and Dagenham,640,0.6,0.375,0.969196214,0.72
E00000366,E01000077,Barking and Dagenham,789,0.500000001,0.375,0.969196214,0.72
E00000367,E01000077,Barking and Dagenham,657,0.466666667,0.375,0.969196214,0.72
E00000368,E01000073,Barking and Dagenham,734,0.8,0.25,0.984277234,0.7
E00000369,E01000077,Barking and Dagenham,634,0.466666667,0.375,0.969196214,0.72
E00000370,E01000073,Barking and Dagenham,727,0.797333334,0.25,0.984277234,0.7
E00000371,E01000074,Barking and Dagenham,646,0.500000001,0.375,0.973527996,0.69
E00000372,E01000074,Barking and Dagenham,682,0.5531,0.25,0.973527996,0.69
E00000373,E01000072,Barking and Dagenham,703,0.765866667,0.25,0.96005134,0.69
E00000374,E01000073,Barking and Dagenham,624,0.561533333,0.25,0.984277234,0.7
E00000375,E01000074,Barking and Dagenham,626,0.491133333,0.25,0.973527996,0.69
E00000376,E01000075,Barking and Dagenham,909,0.79688,0.375,0.963901813,0.71
E00000377,E01000074,Barking and Dagenham,600,0.6918,0.375,0.973527996,0.69
E00000378,E01000072,Barking and Dagenham,857,0.8,0.25,0.96005134,0.69
E00000379,E01000075,Barking and Dagenham,626,0.3773,0.375,0.963901813,0.71
E00000380,E01000074,Barking and Dagenham,658,0.627966666,0.25,0.973527996,0.69
E00000381,E01000072,Barking and Dagenham,677,0.568666667,0.25,0.96005134,0.69
E00000382,E01000073,Barking and Dagenham,631,0.4795,0.25,0.984277234,0.7
E00000383,E01000076,Barking and Dagenham,617,0.5701,0.375,0.978020215,0.7
E00000384,E01000073,Barking and Dagenham,643,0.466666667,0.25,0.984277234,0.7
E00000385,E01000072,Barking and Dagenham,695,0.765200001,0.25,0.96005134,0.69
E00000386,E01000075,Barking and Dagenham,823,0.77364,0.375,0.963901813,0.71
E00000387,E01000075,Barking and Dagenham,581,0.414753334,0.5,0.963901813,0.71
E00000388,E01000076,Barking and Dagenham,677,0.491266666,0.25,0.978020215,0.7
E00000389,E01000076,Barking and Dagenham,680,0.609533333,0.25,0.978020215,0.7
E00000390,E01000078,Barking and Dagenham,609,0.606173334,0.375,0.978180651,0.73
E00000391,E01000078,Barking and Dagenham,667,0.65626,0.375,0.978180651,0.73
E00000392,E01000078,Barking and Dagenham,729,0.6439,0.375,0.978180651,0.73
E00000393,E01000082,Barking and Dagenham,693,0.6476,0.25,0.968233595,0.75
E00000394,E01000083,Barking and Dagenham,737,0.579666667,0.375,0.986523343,0.76
E00000395,E01000083,Barking and Dagenham,669,0.60992,0.375,0.986523343,0.76
E00000396,E01000082,Barking and Dagenham,393,0.56822,0.375,0.968233595,0.75
E00000397,E01000078,Barking and Dagenham,643,0.6,0.375,0.978180651,0.73
E00000398,E01000081,Barking and Dagenham,610,0.594833333,0.375,0.978180651,0.73
E00000399,E01000081,Barking and Dagenham,635,0.6,0.375,0.978180651,0.73
E00000400,E01000081,Barking and Dagenham,744,0.300266666,0.375,0.978180651,0.73
E00000401,E01000080,Barking and Dagenham,660,0.429333333,0.375,0.982993743,0.72
E00000402,E01000078,Barking and Dagenham,715,0.5322,0.375,0.978180651,0.73
E00000403,E01000081,Barking and Dagenham,689,0.524133333,0.25,0.978180651,0.73
E00000404,E01000081,Barking and Dagenham,643,0.475,0.25,0.978180651,0.73
E00000405,E01000080,Barking and Dagenham,720,0.400006667,0.375,0.982993743,0.72
E00000406,E01000079,Barking and Dagenham,600,0.290666666,0.375,0.982351997,0.74
E00000407,E01000080,Barking and Dagenham,532,0.266666667,0.375,0.982993743,0.72
E00000408,E01000080,Barking and Dagenham,703,0.280106667,0.25,0.982993743,0.72
E00000409,E01000079,Barking and Dagenham,669,0.266666667,0.25,0.982351997,0.74
E00000410,E01000079,Barking and Dagenham,729,0.266666667,0.25,0.982351997,0.74
E00000411,E01000080,Barking and Dagenham,377,0.482226667,0.375,0.982993743,0.72
E00000412,E01000079,Barking and Dagenham,394,0.269166667,0.5,0.982351997,0.74
E00000413,E01000079,Barking and Dagenham,768,0.266666667,0.375,0.982351997,0.74
E00000414,E01000082,Barking and Dagenham,652,0.678046667,0.375,0.968233595,0.75
E00000415,E01000082,Barking and Dagenham,624,0.6328,0.375,0.968233595,0.75
E00000416,E01000082,Barking and Dagenham,429,0.48466,0.25,0.968233595,0.75
E00000417,E01000083,Barking and Dagenham,669,0.79834,0.375,0.986523343,0.76
E00000418,E01000083,Barking and Dagenham,569,0.563633333,0.375,0.986523343,0.76
E00000419,E01000083,Barking and Dagenham,698,0.65666,0.375,0.986523343,0.76
E00000420,E01000087,Barking and Dagenham,857,0.1441,0.25,0.953794321,0.77
E00000421,E01000090,Barking and Dagenham,686,0.319913334,0.25,0.964864431,0.82
E00000422,E01000086,Barking and Dagenham,641,0.214633333,0.5,0.980266324,0.78
E00000423,E01000086,Barking and Dagenham,640,0.25938,0.375,0.980266324,0.78
E00000424,E01000088,Barking and Dagenham,590,0.17568,0.375,0.965024868,0.8
E00000425,E01000087,Barking and Dagenham,713,0.05858,0.375,0.953794321,0.77
E00000426,E01000087,Barking and Dagenham,669,0.32072,0.125,0.953794321,0.77
E00000427,E01000088,Barking and Dagenham,693,0.36964,0.375,0.965024868,0.8
E00000428,E01000088,Barking and Dagenham,648,0.31428,0.375,0.965024868,0.8
E00000429,E01000089,Barking and Dagenham,514,0.5852,0.25,0.98267287,0.84
E00000430,E01000088,Barking and Dagenham,617,0.432433334,0.25,0.965024868,0.8
E00000431,E01000087,Barking and Dagenham,634,0.19776,0.375,0.953794321,0.77
E00000432,E01000089,Barking and Dagenham,549,0.628066667,0.375,0.98267287,0.84
E00000433,E01000089,Barking and Dagenham,652,0.592,0.125,0.98267287,0.84
E00000434,E01000090,Barking and Dagenham,703,0.296133334,0.125,0.964864431,0.82
E00000435,E01000089,Barking and Dagenham,576,0.565226667,0.375,0.98267287,0.84
E00000436,E01000089,Barking and Dagenham,703,0.6439,0.125,0.98267287,0.84
E00000437,E01000090,Barking and Dagenham,754,0.292133334,0.375,0.964864431,0.82
E00000438,E01000090,Barking and Dagenham,660,0.491046667,0.25,0.964864431,0.82
E00000439,E01000084,Barking and Dagenham,652,0.656426667,0.5,0.968554468,0.79
E00000440,E01000084,Barking and Dagenham,693,0.483813334,0.5,0.968554468,0.79
E00000441,E01000084,Barking and Dagenham,617,0.767613333,0.5,0.968554468,0.79
E00000442,E01000085,Barking and Dagenham,617,0.281206666,0.625,0.972725814,0.79
E00000443,E01000085,Barking and Dagenham,586,0.381113334,0.5,0.972725814,0.79
E00000444,E01000086,Barking and Dagenham,772,0.716793334,0.5,0.980266324,0.78
E00000445,E01000085,Barking and Dagenham,801,0.29472,0.5,0.972725814,0.79
E00000446,E01000084,Barking and Dagenham,602,0.630586667,0.5,0.968554468,0.79
E00000447,E01000085,Barking and Dagenham,689,0.022426666,0.5,0.972725814,0.79
E00000448,E01000086,Barking and Dagenham,693,0.449993333,0.5,0.980266324,0.78
E00000449,E01000085,Barking and Dagenham,533,0.059266667,0.5,0.972725814,0.79
E00000450,E01000088,Barking and Dagenham,650,0.39,0.25,0.965024868,0.8
E00000451,E01000091,Barking and Dagenham,785,0.415193334,0.25,0.96181614,0.72
E00000452,E01000094,Barking and Dagenham,583,0.493046666,0.25,0.982191561,0.76
E00000453,E01000092,Barking and Dagenham,686,0.277793334,0.375,0.926359698,0.74
E00000454,E01000093,Barking and Dagenham,638,0.328233333,0.25,0.961495267,0.71
E00000455,E01000095,Barking and Dagenham,703,0.374813333,0.125,0.918017006,0.74
E00000456,E01000091,Barking and Dagenham,343,0.302,0.25,0.96181614,0.72
E00000457,E01000094,Barking and Dagenham,441,0.522613334,0.125,0.982191561,0.76
E00000458,E01000096,Barking and Dagenham,620,0.066666666,0.25,0.95957003,0.73
E00000459,E01000096,Barking and Dagenham,620,0.477766667,0.25,0.95957003,0.73
E00000460,E01000096,Barking and Dagenham,620,0.358113333,0.125,0.95957003,0.73
E00000461,E01000096,Barking and Dagenham,736,0.539093333,0.375,0.95957003,0.73
E00000462,E01000093,Barking and Dagenham,566,0.188033334,0.25,0.961495267,0.71
E00000463,E01000095,Barking and Dagenham,652,0.311126666,0.25,0.918017006,0.74
E00000464,E01000095,Barking and Dagenham,763,0.474966666,0.25,0.918017006,0.74
E00000465,E01000093,Barking and Dagenham,652,0.333333333,0.375,0.961495267,0.71
E00000466,E01000092,Barking and Dagenham,669,0.333333333,0.25,0.926359698,0.74
E00000467,E01000091,Barking and Dagenham,634,0.309166667,0.25,0.96181614,0.72
E00000468,E01000094,Barking and Dagenham,737,0.313133334,0.25,0.982191561,0.76
E00000469,E01000095,Barking and Dagenham,569,0.321500001,0.25,0.918017006,0.74
E00000470,E01000092,Barking and Dagenham,786,0.46154,0.25,0.926359698,0.74
E00000471,E01000091,Barking and Dagenham,693,0.333333333,0.25,0.96181614,0.72
E00000472,E01000093,Barking and Dagenham,396,0.333333333,0.25,0.961495267,0.71
E00000474,E01000096,Barking and Dagenham,595,0.333333333,0.25,0.95957003,0.73
E00000475,E01000091,Barking and Dagenham,480,0.333333333,0.25,0.96181614,0.72
E00000476,E01000096,Barking and Dagenham,480,0.333333333,0.25,0.95957003,0.73
E00000477,E01000094,Barking and Dagenham,463,0.333333333,0.25,0.982191561,0.76
E00000478,E01000092,Barking and Dagenham,686,0.255366666,0.375,0.926359698,0.74
E00000479,E01000094,Barking and Dagenham,447,0.513453334,0.25,0.982191561,0.76
E00000480,E01000093,Barking and Dagenham,463,0.333333333,0.25,0.961495267,0.71
E00000481,E01000098,Barking and Dagenham,610,0.218233334,0.375,0.95957003,0.7
E00000482,E01000097,Barking and Dagenham,665,0.333333333,0.5,0.970158832,0.71
E00000483,E01000098,Barking and Dagenham,792,0.270833333,0.5,0.95957003,0.7
E00000484,E01000097,Barking and Dagenham,737,0.333333333,0.5,0.970158832,0.71
E00000485,E01000097,Barking and Dagenham,808,0.313733333,0.5,0.970158832,0.71
E00000486,E01000099,Barking and Dagenham,672,0.198433333,0.375,0.977057597,0.74
E00000487,E01000097,Barking and Dagenham,666,0.333333333,0.5,0.970158832,0.71
E00000488,E01000099,Barking and Dagenham,660,0.273613333,0.375,0.977057597,0.74
E00000489,E01000098,Barking and Dagenham,746,0.168853333,0.5,0.95957003,0.7
E00000490,E01000099,Barking and Dagenham,669,0.450813334,0.5,0.977057597,0.74
E00000491,E01000098,Barking and Dagenham,669,0.339253333,0.5,0.95957003,0.7
E00000492,E01000099,Barking and Dagenham,614,0.358733334,0.375,0.977057597,0.74
E00000493,E01000100,Barking and Dagenham,609,0.533333333,0.25,0.987325525,0.77
E00000494,E01000101,Barking and Dagenham,663,0.494,0.5,0.972886251,0.74
E00000495,E01000100,Barking and Dagenham,703,0.533333333,0.375,0.987325525,0.77
E00000496,E01000101,Barking and Dagenham,617,0.273333334,0.375,0.972886251,0.74
E00000497,E01000100,Barking and Dagenham,605,0.475733334,0.375,0.987325525,0.77
E00000498,E01000101,Barking and Dagenham,595,0.439066667,0.375,0.972886251,0.74
E00000499,E01000099,Barking and Dagenham,569,0.482173334,0.375,0.977057597,0.74
E00000500,E01000100,Barking and Dagenham,642,0.533333333,0.25,0.987325525,0.77
E00000501,E01000101,Barking and Dagenham,652,0.450000001,0.5,0.972886251,0.74
E00000502,E01000102,Barking and Dagenham,604,0.533333333,0.375,0.982512434,0.81
E00000503,E01000101,Barking and Dagenham,693,0.53622,0.375,0.972886251,0.74
E00000504,E01000098,Barking and Dagenham,1063,0.404873333,0.375,0.95957003,0.7
E00000505,E01000102,Barking and Dagenham,614,0.6595,0.375,0.982512434,0.81
E00000506,E01000100,Barking and Dagenham,703,0.533333333,0.25,0.987325525,0.77
E00000507,E01000102,Barking and Dagenham,600,0.68488,0.375,0.982512434,0.81
E00000508,E01000102,Barking and Dagenham,600,0.62758,0.25,0.982512434,0.81
E00000509,E01000102,Barking and Dagenham,761,0.414753334,0.375,0.982512434,0.81
E00000510,E01000097,Barking and Dagenham,682,0.333333333,0.5,0.970158832,0.71
E00000511,E01000105,Barking and Dagenham,324,0.266666667,0.625,0.922830098,0.81
E00000512,E01000106,Barking and Dagenham,720,0.16858,0.375,0.958767849,0.82
E00000513,E01000107,Barking and Dagenham,720,0.3111,0.25,0.985239852,0.72
E00000514,E01000107,Barking and Dagenham,772,0.212000001,0.125,0.985239852,0.72
E00000515,E01000106,Barking and Dagenham,372,0.2,0.25,0.958767849,0.82
E00000516,E01000106,Barking and Dagenham,710,0.14238,0.125,0.958767849,0.82
E00000517,E01000105,Barking and Dagenham,480,0.15626,0.375,0.922830098,0.81
E00000518,E01000104,Barking and Dagenham,754,0.899160001,0.5,0.970640141,0.74
E00000519,E01000107,Barking and Dagenham,679,0.498713333,0.125,0.985239852,0.72
E00000520,E01000105,Barking and Dagenham,497,0.209613333,0.375,0.922830098,0.81
E00000521,E01000105,Barking and Dagenham,634,0.27058,0.5,0.922830098,0.81
E00000522,E01000104,Barking and Dagenham,615,0.535173334,0.5,0.970640141,0.74
E00000523,E01000104,Barking and Dagenham,686,0.830206667,0.375,0.970640141,0.74
E00000524,E01000104,Barking and Dagenham,357,0.737646667,0.375,0.970640141,0.74
E00000525,E01000106,Barking and Dagenham,713,0.346593333,0.25,0.958767849,0.82
E00000526,E01000106,Barking and Dagenham,472,0.374413334,0.375,0.958767849,0.82
E00000527,E01000107,Barking and Dagenham,823,0.75488,0.375,0.985239852,0.72
E00000528,E01000105,Barking and Dagenham,401,0.18572,0.375,0.922830098,0.81
E00000529,E01000106,Barking and Dagenham,634,0.441966666,0.25,0.958767849,0.82
E00000530,E01000104,Barking and Dagenham,333,1,0.375,0.970640141,0.74
E00000531,E01000104,Barking and Dagenham,737,1,0.375,0.970640141,0.74
E00000532,E01000103,Barking and Dagenham,643,0.825253334,0.25,0.965024868,0.73
E00000533,E01000105,Barking and Dagenham,737,0.201853333,0.375,0.922830098,0.81
E00000534,E01000103,Barking and Dagenham,864,0.727186667,0.25,0.965024868,0.73
E00000535,E01000103,Barking and Dagenham,592,0.837286667,0.25,0.965024868,0.73
E00000536,E01000103,Barking and Dagenham,615,0.551666667,0.25,0.965024868,0.73
E00000537,E01000103,Barking and Dagenham,506,0.453226666,0.125,0.965024868,0.73
E00000538,E01000107,Barking and Dagenham,720,0.19616,0.125,0.985239852,0.72
E00000539,E01000108,Barking and Dagenham,772,0.236146667,0.375,0.967752286,0.72
E00000540,E01000108,Barking and Dagenham,710,0.2,0.375,0.967752286,0.72
E00000541,E01000108,Barking and Dagenham,432,0.223333334,0.5,0.967752286,0.72
E00000542,E01000106,Barking and Dagenham,374,0.2,0.25,0.958767849,0.82
E00000543,E01000108,Barking and Dagenham,732,0.265226666,0.5,0.967752286,0.72
E00000544,E01000108,Barking and Dagenham,772,0.32006,0.5,0.967752286,0.72
E00000545,E01000111,Barking and Dagenham,746,0,0.25,0.964062249,0.77
E00000546,E01000109,Barking and Dagenham,806,0.175,0.25,0.973527996,0.74
E00000547,E01000114,Barking and Dagenham,708,0,0.125,0.95202952,0.72
E00000548,E01000111,Barking and Dagenham,772,0,0.25,0.964062249,0.77
E00000549,E01000112,Barking and Dagenham,446,0.333333333,0.375,0.965506177,0.8
E00000550,E01000114,Barking and Dagenham,758,0.00882,0.25,0.95202952,0.72
E00000551,E01000111,Barking and Dagenham,480,0.07218,0.25,0.964062249,0.77
E00000552,E01000114,Barking and Dagenham,729,0.13534,0.375,0.95202952,0.72
E00000553,E01000114,Barking and Dagenham,789,0.354093333,0.375,0.95202952,0.72
E00000554,E01000109,Barking and Dagenham,748,0.10248,0.375,0.973527996,0.74
E00000555,E01000109,Barking and Dagenham,840,0.032086667,0.25,0.973527996,0.74
E00000556,E01000109,Barking and Dagenham,748,0.19682,0.375,0.973527996,0.74
E00000557,E01000114,Barking and Dagenham,710,0.329633333,0.375,0.95202952,0.72
E00000558,E01000114,Barking and Dagenham,437,0.499766666,0.375,0.95202952,0.72
E00000559,E01000109,Barking and Dagenham,686,0.29086,0.375,0.973527996,0.74
E00000560,E01000110,Barking and Dagenham,892,0.333333333,0.375,0.991175999,0.81
E00000561,E01000110,Barking and Dagenham,840,0.239566667,0.375,0.991175999,0.81
E00000562,E01000110,Barking and Dagenham,883,0.3199,0.375,0.991175999,0.81
E00000563,E01000111,Barking and Dagenham,830,0.237333334,0.375,0.964062249,0.77
E00000564,E01000110,Barking and Dagenham,940,0.3304,0.25,0.991175999,0.81
E00000565,E01000111,Barking and Dagenham,857,0.074066666,0.375,0.964062249,0.77
E00000566,E01000112,Barking and Dagenham,561,0.035466667,0.375,0.965506177,0.8
E00000567,E01000111,Barking and Dagenham,748,0,0.375,0.964062249,0.77
E00000568,E01000113,Barking and Dagenham,506,0.20096,0.5,0.964222686,0.82
E00000569,E01000112,Barking and Dagenham,833,0,0.375,0.965506177,0.8
E00000570,E01000112,Barking and Dagenham,830,0.0177,0.5,0.965506177,0.8
E00000571,E01000113,Barking and Dagenham,857,0.03768,0.5,0.964222686,0.82
E00000572,E01000113,Barking and Dagenham,850,0.04392,0.5,0.964222686,0.82
E00000573,E01000112,Barking and Dagenham,737,0,0.375,0.965506177,0.8
E00000574,E01000113,Barking and Dagenham,823,0,0.5,0.964222686,0.82
E00000575,E01000113,Barking and Dagenham,754,0,0.5,0.964222686,0.82
E00000576,E01000119,Barnet,1861,0.2,0.25,0.992138617,0.83
E00000577,E01000124,Barnet,1071,0.35834,0.625,0.968073159,0.78
E00000578,E01000119,Barnet,1497,0.2,0.5,0.992138617,0.83
E00000579,E01000118,Barnet,1148,0.21686,0.375,0.981710252,0.8
E00000580,E01000120,Barnet,1537,0.2,0.375,0.985400289,0.81
E00000581,E01000117,Barnet,824,0.238926667,0.375,0.98267287,0.77
E00000582,E01000119,Barnet,1436,0.19408,0.375,0.992138617,0.83
E00000583,E01000118,Barnet,748,0.2,0.375,0.981710252,0.8
E00000584,E01000116,Barnet,1185,0.25738,0.375,0.986362907,0.82
E00000585,E01000120,Barnet,1349,0.2,0.375,0.985400289,0.81
E00000586,E01000117,Barnet,1248,0.22156,0.25,0.98267287,0.77
E00000587,E01000116,Barnet,1017,0.33282,0.375,0.986362907,0.82
E00000588,E01000120,Barnet,1009,0.22774,0.375,0.985400289,0.81
E00000589,E01000117,Barnet,1119,0.2,0.375,0.98267287,0.77
E00000590,E01000118,Barnet,1098,0.273326666,0.375,0.981710252,0.8
E00000591,E01000119,Barnet,1160,0.3391,0.25,0.992138617,0.83
E00000592,E01000121,Barnet,823,0.2,0.25,0.981549815,0.79
E00000593,E01000122,Barnet,1489,0.226233333,0.25,0.985239852,0.84
E00000594,E01000118,Barnet,1268,0.19714,0.375,0.981710252,0.8
E00000595,E01000121,Barnet,1148,0.338746667,0.25,0.981549815,0.79
E00000596,E01000122,Barnet,971,0.361833334,0.25,0.985239852,0.84
E00000597,E01000121,Barnet,817,0.382066667,0.25,0.981549815,0.79
E00000598,E01000122,Barnet,1308,0.337266666,0.25,0.985239852,0.84
E00000599,E01000121,Barnet,438,0.45232,0.125,0.981549815,0.79
E00000600,E01000123,Barnet,966,0.34368,0.25,0.982512434,0.78
E00000601,E01000122,Barnet,1268,0.258066666,0.25,0.985239852,0.84
E00000602,E01000123,Barnet,785,0.727453333,0.25,0.982512434,0.78
E00000603,E01000123,Barnet,966,0.733333334,0.375,0.982512434,0.78
E00000604,E01000123,Barnet,816,0.644266667,0.375,0.982512434,0.78
E00000605,E01000123,Barnet,1003,0.533333333,0.375,0.982512434,0.78
E00000606,E01000124,Barnet,917,0.688566667,0.375,0.968073159,0.78
E00000607,E01000124,Barnet,755,0.391066667,0.625,0.968073159,0.78
E00000608,E01000124,Barnet,1018,0.505693333,0.625,0.968073159,0.78
